id;data_celebracao;data_primeiro_emprestimo;data_ultimo_pagamento;valor_financiado;finalidade_emprestimo;parcelas;taxa_juros;valor_parcela;tempo_relacionamento;escore_fico;inadimplencia_2_anos;registros_publicos_negativos;renda_mensal;compm_renda;default;T
953085;2011-11-01;2000-01-01;2013-06-01;6000.0;pagamento de dividas;36;0.1269;201.27;142;692;0;0;3333.33;0.0604;0;19
1004274;2011-10-01;2001-05-01;2014-03-01;13200.0;festa de casamento;36;0.0662;405.29;125;802;0;0;5000.0;0.0811;0;29
1004215;2011-10-01;1996-05-01;2014-04-01;7500.0;pequeno negocio;36;0.079;234.68;185;777;0;0;4166.67;0.0563;1;30
1004079;2011-10-01;1988-07-01;2014-11-01;6000.0;cartao de credito;36;0.089;190.52;279;702;0;0;3416.67;0.0558;0;37
1004050;2011-10-01;2001-09-01;2014-11-01;12000.0;pagamento de dividas;36;0.079;375.49;121;732;0;0;5416.67;0.0693;0;37
1004229;2011-11-01;1999-06-01;2015-02-01;5000.0;outros;36;0.1171;165.38;149;682;0;0;5843.0;0.0283;0;39
1004227;2011-11-01;1996-02-01;2012-01-01;14000.0;pequeno negocio;36;0.0991;451.15;189;732;0;0;6225.0;0.0725;0;2
1004057;2011-10-01;1991-04-01;2014-11-01;13000.0;despesas medicas;36;0.1596;456.79;246;692;0;0;6400.0;0.0714;0;37
1004175;2011-10-01;2000-11-01;2013-11-01;9000.0;compra grande valor;36;0.0662;276.34;131;757;0;0;2860.0;0.0966;1;25
1004044;2011-10-01;2000-05-01;2012-12-01;10000.0;outros;36;0.0662;307.04;137;742;1;0;4583.33;0.067;1;14
1004019;2011-10-01;1986-09-01;2014-08-01;6000.0;compra de veiculo;36;0.0603;182.62;301;767;0;0;4500.0;0.0406;0;34
1004013;2011-10-01;1994-06-01;2014-11-01;8975.0;pagamento de dividas;36;0.0662;275.57;208;742;0;0;2708.33;0.1017;0;37
1004167;2011-10-01;2007-10-01;2012-09-01;8000.0;cartao de credito;36;0.079;250.33;48;732;0;0;3333.33;0.0751;1;11
1004168;2011-10-01;2002-08-01;2014-02-01;11975.0;pagamento de dividas;36;0.0662;367.68;110;737;0;0;4166.67;0.0882;0;28
1003994;2011-11-01;1989-11-01;2014-11-01;11000.0;pagamento de dividas;36;0.089;349.29;264;717;0;0;12000.0;0.0291;0;36
1003972;2011-10-01;1993-09-01;2014-11-01;15000.0;compra grande valor;36;0.089;476.3;217;737;0;0;16666.67;0.0286;0;37
1003925;2011-10-01;1991-05-01;2011-12-01;8000.0;outros;36;0.1171;264.61;245;702;3;0;4166.67;0.0635;1;2
987614;2011-10-01;1995-10-01;2012-09-01;11200.0;festa de casamento;36;0.1349;380.03;192;672;1;0;5666.67;0.0671;0;11
1003896;2011-10-01;2006-08-01;2014-05-01;3200.0;pagamento de dividas;36;0.1269;107.35;62;672;0;0;1833.33;0.0586;0;31
1003619;2011-10-01;2001-08-01;2014-09-01;8400.0;pagamento de dividas;36;0.1242;280.69;122;707;0;0;4200.0;0.0668;0;35
1003771;2011-11-01;1998-01-01;2013-04-01;2400.0;reforma residencial;36;0.1991;89.09;166;672;0;0;12500.0;0.0071;1;17
1003716;2011-10-01;1999-07-01;2012-07-01;7000.0;reforma residencial;36;0.1629;247.11;147;667;0;1;5166.67;0.0478;0;9
1003713;2011-10-01;2004-05-01;2014-12-01;6000.0;pagamento de dividas;36;0.1596;210.83;89;662;0;0;8166.67;0.0258;0;38
1003704;2011-11-01;1997-09-01;2014-08-01;13000.0;pagamento de dividas;36;0.1242;434.4;170;702;0;0;7500.0;0.0579;0;33
1003669;2011-11-01;1996-08-01;2011-12-01;15000.0;pagamento de dividas;36;0.1349;508.96;183;717;0;0;10000.0;0.0509;0;1
1003668;2011-10-01;1974-08-01;2015-03-01;7500.0;cartao de credito;36;0.0751;233.34;446;747;0;0;7500.0;0.0311;0;41
1003645;2011-10-01;1993-01-01;2014-11-01;6000.0;festa de casamento;36;0.079;187.75;225;727;0;0;2253.33;0.0833;0;37
1002746;2011-10-01;1997-09-01;2013-06-01;10000.0;pagamento de dividas;36;0.079;312.91;169;732;0;0;2916.67;0.1073;0;20
1002456;2011-10-01;1985-11-01;2014-11-01;1500.0;outros;36;0.1677;53.31;311;662;0;0;5000.0;0.0107;0;37
1001407;2011-10-01;1987-11-01;2014-11-01;12000.0;pagamento de dividas;36;0.1171;396.92;287;697;0;0;3334.0;0.1191;0;37
1003593;2011-10-01;1992-06-01;2014-02-01;12000.0;pagamento de dividas;36;0.1629;423.61;232;672;4;0;5184.0;0.0817;0;28
1003594;2011-10-01;1991-12-01;2014-11-01;5000.0;pagamento de dividas;36;0.0603;152.18;238;777;0;0;5000.0;0.0304;0;37
1003549;2011-10-01;1999-03-01;2013-01-01;30000.0;compra de imovel;36;0.1065;977.2;151;737;0;0;8083.33;0.1209;1;15
1003568;2011-10-01;2002-12-01;2014-03-01;11250.0;pagamento de dividas;36;0.1427;385.98;106;667;0;0;3333.33;0.1158;0;29
1003356;2011-10-01;2003-04-01;2013-09-01;12000.0;outros;36;0.079;375.49;102;742;0;0;5000.0;0.0751;0;23
1003525;2011-10-01;2007-04-01;2013-10-01;7800.0;pagamento de dividas;36;0.1269;261.65;54;702;0;0;3750.0;0.0698;0;24
1003335;2011-10-01;2002-10-01;2014-12-01;17000.0;cartao de credito;36;0.089;539.81;108;737;0;0;5000.0;0.108;0;38
1003506;2011-10-01;1972-06-01;2014-10-01;14000.0;cartao de credito;36;0.0603;426.1;472;772;0;0;7900.0;0.0539;0;36
997828;2011-10-01;2006-06-01;2014-11-01;2500.0;pagamento de dividas;36;0.089;79.39;64;717;0;0;2916.67;0.0272;0;37
1002150;2011-11-01;2000-10-01;2014-02-01;9000.0;pagamento de dividas;36;0.0751;280.0;133;742;0;0;4583.33;0.0611;0;27
1003444;2011-11-01;1988-12-01;2014-11-01;1925.0;pagamento de dividas;36;0.0603;58.59;275;757;0;0;2500.0;0.0234;0;36
1002710;2011-10-01;2006-03-01;2014-09-01;1000.0;outros;36;0.079;31.3;67;727;0;0;3333.33;0.0094;0;35
1002859;2011-11-01;1999-06-01;2013-09-01;4200.0;outros;36;0.1171;138.92;149;687;1;0;8917.0;0.0156;0;22
1002888;2011-10-01;1996-06-01;2014-11-01;4800.0;cartao de credito;36;0.0751;149.34;184;732;0;0;3000.0;0.0498;0;37
1002790;2011-10-01;2001-11-01;2014-11-01;4200.0;compra de veiculo;36;0.0991;135.35;119;717;1;0;2500.0;0.0541;0;37
1003077;2011-10-01;1986-05-01;2014-11-01;5000.0;despesas medicas;36;0.0603;152.18;305;752;0;0;12362.5;0.0123;0;37
1002880;2011-10-01;1993-11-01;2014-12-01;16000.0;cartao de credito;36;0.1465;551.91;215;692;0;0;4669.42;0.1182;0;38
1002862;2011-10-01;1996-09-01;2014-11-01;19850.0;pagamento de dividas;36;0.0991;639.67;181;732;0;0;4442.75;0.144;0;37
1003045;2011-10-01;1995-12-01;2014-11-01;8000.0;outros;36;0.1269;268.36;190;687;0;0;13333.33;0.0201;0;37
1003040;2011-10-01;2005-02-01;2014-08-01;15000.0;pagamento de dividas;36;0.079;469.36;80;732;0;0;5000.0;0.0939;0;34
1003047;2011-10-01;2007-05-01;2014-11-01;3000.0;cartao de credito;36;0.1349;101.8;53;682;0;0;2500.0;0.0407;0;37
998240;2011-10-01;2007-12-01;2012-03-01;4000.0;compra grande valor;36;0.1269;134.18;46;707;0;0;9583.33;0.014;0;5
999532;2011-10-01;1982-05-01;2014-04-01;28000.0;reforma residencial;36;0.079;876.13;353;752;0;0;26666.67;0.0329;0;30
862488;2011-10-01;1991-04-01;2014-11-01;8000.0;pagamento de dividas;36;0.1864;291.8;246;702;0;1;9500.0;0.0307;0;37
1002722;2011-10-01;2003-07-01;2012-10-01;10000.0;festa de casamento;36;0.1465;344.95;99;677;0;0;3583.33;0.0963;0;12
998475;2011-11-01;1995-06-01;2012-07-01;17000.0;pagamento de dividas;36;0.0603;517.41;197;802;0;0;9166.67;0.0564;0;8
1002534;2011-10-01;1996-09-01;2014-01-01;5000.0;reforma residencial;36;0.1527;173.99;181;667;0;0;4500.0;0.0387;1;27
1002680;2011-10-01;2001-01-01;2014-02-01;2000.0;pagamento de dividas;36;0.1527;69.6;129;672;0;0;5166.67;0.0135;0;28
1002584;2011-11-01;1968-09-01;2014-11-01;10000.0;pagamento de dividas;36;0.0603;304.36;518;787;0;0;4166.67;0.073;0;36
1002502;2011-10-01;2003-09-01;2014-07-01;4500.0;pagamento de dividas;36;0.0991;145.02;97;697;0;0;3250.0;0.0446;0;33
1002509;2011-10-01;2001-01-01;2012-02-01;4100.0;viagem;36;0.1758;147.37;129;692;0;0;3666.67;0.0402;0;4
1002610;2011-10-01;1986-06-01;2014-11-01;4200.0;outros;36;0.1349;142.51;304;687;0;0;3600.0;0.0396;0;37
1001953;2011-10-01;1992-03-01;2013-09-01;12000.0;pagamento de dividas;36;0.0991;386.7;235;722;0;0;4833.33;0.08;0;23
1002589;2011-10-01;2004-07-01;2014-11-01;10000.0;pagamento de dividas;36;0.1629;353.01;87;667;1;0;4416.67;0.0799;0;37
1001871;2011-10-01;1993-06-01;2013-12-01;3000.0;outros;36;0.0603;91.31;220;777;0;0;2500.0;0.0365;0;26
968953;2011-10-01;2005-10-01;2013-08-01;4425.0;pagamento de dividas;36;0.089;140.51;72;717;0;0;5000.0;0.0281;0;22
841379;2011-10-01;1982-08-01;2014-11-01;28000.0;reforma residencial;36;0.0751;871.11;350;792;0;0;15000.0;0.0581;0;37
1002440;2011-10-01;1999-12-01;2013-04-01;12000.0;pagamento de dividas;36;0.0662;368.45;142;742;0;0;4416.67;0.0834;1;18
1002443;2011-10-01;2006-01-01;2013-10-01;4800.0;pagamento de dividas;36;0.1465;165.58;69;667;0;0;3877.08;0.0427;1;24
1002428;2011-10-01;1990-02-01;2013-03-01;2400.0;outros;36;0.089;76.21;260;712;0;0;6875.0;0.0111;0;17
1002562;2011-10-01;1999-07-01;2014-02-01;31300.0;pequeno negocio;36;0.1171;1035.28;147;742;0;0;4833.33;0.2142;0;28
1002419;2011-10-01;1993-01-01;2014-11-01;3000.0;cartao de credito;36;0.089;95.26;225;702;0;0;5166.67;0.0184;0;37
1002404;2011-10-01;1991-10-01;2012-07-01;4000.0;pagamento de dividas;36;0.079;125.17;240;717;0;0;3250.0;0.0385;1;9
1002337;2011-10-01;1984-08-01;2013-01-01;15000.0;pagamento de dividas;36;0.1269;503.18;326;717;0;0;3554.65;0.1416;1;15
1001701;2011-10-01;1993-11-01;2013-12-01;4800.0;pagamento de dividas;36;0.0662;147.38;215;752;0;0;5416.67;0.0272;0;26
1001573;2011-10-01;1999-07-01;2014-10-01;14400.0;reforma residencial;36;0.1269;483.05;147;697;0;0;9583.33;0.0504;0;36
1002383;2011-10-01;2000-11-01;2014-02-01;7000.0;pagamento de dividas;36;0.089;222.28;131;702;0;0;13333.33;0.0167;0;28
1002377;2011-10-01;1994-09-01;2014-11-01;4200.0;pagamento de dividas;36;0.079;131.42;205;742;0;0;3500.0;0.0375;0;37
997765;2011-10-01;1993-07-01;2013-08-01;7200.0;pagamento de dividas;36;0.089;228.63;219;717;0;0;5200.0;0.044;0;22
999955;2011-10-01;1995-06-01;2014-07-01;4200.0;pagamento de dividas;36;0.089;133.37;196;702;0;0;3958.33;0.0337;0;33
1002259;2011-10-01;2004-01-01;2012-06-01;18200.0;cartao de credito;36;0.079;569.49;93;732;0;0;6666.67;0.0854;0;8
1001709;2011-11-01;1995-12-01;2014-11-01;10000.0;pequeno negocio;36;0.0603;304.36;191;792;0;0;5000.0;0.0609;0;36
1002062;2011-10-01;1992-10-01;2014-11-01;22000.0;pagamento de dividas;36;0.1269;737.99;228;702;0;0;9583.33;0.077;0;37
1002199;2011-11-01;1990-09-01;2012-02-01;20000.0;pagamento de dividas;36;0.1527;695.96;254;677;0;0;7000.0;0.0994;0;3
1002202;2011-10-01;2005-06-01;2014-01-01;3000.0;pagamento de dividas;36;0.1629;105.91;76;662;0;0;4333.33;0.0244;0;27
994522;2011-11-01;2000-09-01;2014-03-01;2800.0;outros;36;0.1269;93.93;134;667;0;0;5400.0;0.0174;1;28
1002189;2011-10-01;2003-10-01;2014-11-01;4000.0;mudanca;36;0.1465;137.98;96;667;0;0;4000.0;0.0345;0;37
1002026;2011-10-01;1998-11-01;2014-04-01;3775.0;pagamento de dividas;36;0.1171;124.87;155;697;1;0;4583.33;0.0272;0;30
1002165;2011-10-01;2006-06-01;2014-03-01;6000.0;outros;36;0.1171;198.46;64;687;0;0;3100.0;0.064;0;29
1001994;2011-10-01;1998-08-01;2012-07-01;7500.0;outros;36;0.1427;257.32;158;667;1;0;3200.0;0.0804;1;9
1001414;2011-11-01;1993-10-01;2013-03-01;20000.0;outros;36;0.0662;614.08;217;782;0;0;4583.0;0.134;0;16
1001944;2011-10-01;2004-12-01;2014-11-01;16000.0;cartao de credito;36;0.089;508.06;82;732;0;0;3000.0;0.1694;0;37
1001581;2011-10-01;1963-03-01;2013-10-01;6000.0;compra de veiculo;36;0.0603;182.62;583;772;0;0;8000.0;0.0228;0;24
1001920;2011-10-01;2000-03-01;2012-11-01;1000.0;pagamento de dividas;36;0.1065;32.58;139;712;0;0;1666.67;0.0195;0;13
1001752;2011-10-01;1989-08-01;2014-07-01;12000.0;cartao de credito;36;0.0603;365.23;266;762;0;0;7083.33;0.0516;0;33
1001743;2011-10-01;2008-02-01;2013-07-01;2550.0;compra de veiculo;36;0.1427;87.49;44;692;0;0;2100.0;0.0417;0;21
1001243;2011-10-01;1994-10-01;2014-11-01;6000.0;outros;36;0.0662;184.23;204;767;0;0;5000.0;0.0368;0;37
1001727;2011-10-01;1998-09-01;2014-02-01;3000.0;outros;36;0.079;93.88;157;742;0;0;5200.0;0.0181;1;28
1001552;2011-10-01;2006-09-01;2014-11-01;8000.0;pagamento de dividas;36;0.1269;268.36;61;697;0;0;2916.67;0.092;0;37
904871;2011-10-01;2002-04-01;2012-09-01;13250.0;pagamento de dividas;36;0.1171;438.26;114;707;0;0;3333.33;0.1315;0;11
1001689;2011-10-01;2000-07-01;2014-02-01;11400.0;pagamento de dividas;36;0.0662;350.03;135;747;0;0;7500.0;0.0467;0;28
964950;2011-10-01;2001-09-01;2014-11-01;8000.0;pagamento de dividas;36;0.1727;286.3;121;662;0;0;2666.67;0.1074;0;37
1001868;2011-10-01;1996-07-01;2013-08-01;5450.0;pagamento de dividas;36;0.1596;191.5;183;677;0;0;3583.33;0.0534;1;22
1001792;2011-10-01;1995-03-01;2014-08-01;22000.0;pagamento de dividas;36;0.1942;811.12;199;662;0;0;9083.0;0.0893;0;34
1001855;2011-10-01;1990-05-01;2014-11-01;2400.0;outros;36;0.1269;80.51;257;712;0;0;6000.0;0.0134;0;37
1001838;2011-10-01;2002-02-01;2014-06-01;20000.0;pagamento de dividas;36;0.1349;678.61;116;702;0;0;14583.33;0.0465;0;32
1001644;2011-10-01;2003-09-01;2014-12-01;10000.0;pagamento de dividas;36;0.1065;325.74;97;717;0;0;8333.33;0.0391;0;38
998884;2011-10-01;1995-06-01;2014-11-01;7500.0;compra grande valor;36;0.0603;228.27;196;782;0;0;4000.0;0.0571;0;37
1001630;2011-10-01;1977-05-01;2014-11-01;10000.0;pagamento de dividas;36;0.1065;325.74;413;717;0;0;8666.67;0.0376;0;37
998591;2011-10-01;1991-09-01;2014-11-01;35000.0;outros;36;0.1727;1252.56;241;702;0;0;7250.0;0.1728;0;37
1001623;2011-10-01;1985-05-01;2014-09-01;10000.0;pagamento de dividas;36;0.1171;330.76;317;697;0;0;14455.58;0.0229;0;35
999176;2011-10-01;1999-01-01;2013-08-01;10000.0;pagamento de dividas;36;0.089;317.54;153;717;0;1;4000.0;0.0794;0;22
1001539;2011-10-01;1993-09-01;2014-11-01;10000.0;cartao de credito;36;0.079;312.91;217;737;0;0;5500.0;0.0569;0;37
1001335;2011-10-01;2000-03-01;2013-07-01;4200.0;outros;36;0.0991;135.35;139;697;1;0;3500.0;0.0387;1;21
1001320;2011-10-01;1996-08-01;2014-10-01;10000.0;pagamento de dividas;36;0.079;312.91;182;722;0;0;4750.0;0.0659;0;36
1001516;2011-10-01;1996-06-01;2014-09-01;2500.0;outros;36;0.089;79.39;184;717;0;1;2583.33;0.0307;0;35
1001151;2011-10-01;1995-09-01;2013-11-01;3500.0;pequeno negocio;36;0.1065;114.01;193;687;3;0;4583.33;0.0249;1;25
1001277;2011-10-01;1999-10-01;2012-06-01;13000.0;pagamento de dividas;36;0.079;406.78;144;732;0;0;5833.33;0.0697;0;8
1001251;2011-10-01;2003-04-01;2012-10-01;4000.0;pagamento de dividas;36;0.079;125.17;102;742;0;0;4823.83;0.0259;0;12
1000989;2011-10-01;2003-02-01;2014-11-01;7500.0;compra de veiculo;36;0.1269;251.59;104;687;0;0;10416.67;0.0242;0;37
988119;2011-11-01;1985-06-01;2012-11-01;35000.0;pagamento de dividas;36;0.1825;1269.73;317;677;0;0;8000.0;0.1587;0;12
994018;2011-10-01;1997-08-01;2012-11-01;8000.0;pagamento de dividas;36;0.1269;268.36;170;687;1;0;7916.67;0.0339;0;13
1001200;2011-10-01;1996-01-01;2013-01-01;15000.0;reforma residencial;36;0.0603;456.54;189;817;0;0;7083.33;0.0645;0;15
1000384;2011-10-01;2000-01-01;2012-07-01;10000.0;compra grande valor;36;0.1171;330.76;141;707;0;1;8166.67;0.0405;0;9
1001175;2011-10-01;2006-08-01;2014-01-01;2500.0;mudanca;36;0.1677;88.85;62;687;0;0;2350.0;0.0378;0;27
1001382;2011-10-01;2002-02-01;2014-11-01;9750.0;pagamento de dividas;36;0.1465;336.32;116;677;0;1;5829.17;0.0577;0;37
1001185;2011-10-01;1995-02-01;2014-11-01;9000.0;mudanca;36;0.0751;280.0;200;777;0;0;9583.33;0.0292;0;37
1001372;2011-11-01;1993-06-01;2014-11-01;5000.0;cartao de credito;36;0.079;156.46;221;727;0;0;7200.0;0.0217;0;36
1001173;2011-10-01;1990-07-01;2013-11-01;6000.0;festa de casamento;36;0.1349;203.59;255;677;4;0;8000.0;0.0254;0;25
1001172;2011-10-01;2003-09-01;2013-09-01;9000.0;reforma residencial;36;0.0662;276.34;97;767;0;0;8000.0;0.0345;0;23
1001167;2011-10-01;1999-08-01;2014-09-01;1000.0;outros;36;0.079;31.3;146;722;1;0;2383.33;0.0131;0;35
1001134;2011-10-01;2002-04-01;2014-11-01;12000.0;pagamento de dividas;36;0.0662;368.45;114;747;0;0;7500.0;0.0491;0;37
1000929;2011-10-01;1995-11-01;2014-07-01;2200.0;outros;36;0.079;68.84;191;737;0;0;2628.67;0.0262;0;33
1001113;2011-10-01;2007-04-01;2012-03-01;1200.0;pagamento de dividas;36;0.1269;40.26;54;672;1;0;2333.33;0.0173;0;5
1000918;2011-10-01;1994-08-01;2012-07-01;14000.0;outros;36;0.1065;456.03;206;732;0;1;6250.0;0.073;0;9
1000288;2011-11-01;1992-06-01;2013-01-01;21000.0;pagamento de dividas;36;0.1171;694.6;233;702;0;0;10416.67;0.0667;0;14
1001086;2011-11-01;2001-06-01;2014-10-01;8000.0;pagamento de dividas;36;0.089;254.03;125;732;0;0;5333.33;0.0476;0;35
1001046;2011-11-01;1997-09-01;2014-11-01;5150.0;pagamento de dividas;36;0.079;161.15;170;782;0;0;5666.67;0.0284;0;36
1001032;2011-10-01;2004-07-01;2013-02-01;3500.0;outros;36;0.0662;107.47;87;762;0;0;3000.0;0.0358;0;16
1000786;2011-10-01;1998-07-01;2014-04-01;3000.0;reforma residencial;36;0.1427;102.93;159;682;0;0;10000.0;0.0103;0;30
1000967;2011-10-01;2002-09-01;2013-02-01;30000.0;pequeno negocio;36;0.1727;1073.62;109;707;0;0;6250.0;0.1718;1;16
1000513;2011-10-01;2003-06-01;2012-11-01;6000.0;pagamento de dividas;36;0.1065;195.44;100;687;0;0;2200.0;0.0888;0;13
1000673;2011-10-01;1995-06-01;2014-01-01;9000.0;cartao de credito;36;0.1269;301.91;196;702;0;0;5000.0;0.0604;0;27
1000483;2011-11-01;1987-04-01;2014-08-01;13700.0;cartao de credito;36;0.0603;416.97;295;772;0;0;4166.67;0.1001;0;33
1000480;2011-11-01;2000-05-01;2013-11-01;28000.0;pagamento de dividas;36;0.079;876.13;138;757;0;0;8000.0;0.1095;0;24
1000468;2011-10-01;2003-09-01;2013-09-01;9950.0;pagamento de dividas;36;0.1527;346.24;97;677;0;0;3033.33;0.1141;1;23
997803;2011-10-01;2002-06-01;2014-11-01;6000.0;compra de veiculo;36;0.0603;182.62;112;792;0;0;1800.0;0.1015;0;37
1000571;2011-10-01;1996-02-01;2014-10-01;24000.0;pagamento de dividas;36;0.1427;823.42;188;712;0;0;17166.67;0.048;0;36
1000309;2011-10-01;1995-07-01;2013-10-01;11200.0;pagamento de dividas;36;0.1427;384.26;195;672;0;0;3833.33;0.1002;0;24
996982;2011-10-01;1989-01-01;2014-11-01;6500.0;reforma residencial;36;0.089;206.4;273;727;0;0;1833.33;0.1126;0;37
989641;2011-10-01;1997-01-01;2014-11-01;35000.0;reforma residencial;36;0.1242;1169.54;177;727;0;1;13750.0;0.0851;0;37
1000304;2011-10-01;1998-01-01;2013-01-01;14000.0;reforma residencial;36;0.0603;426.1;165;752;0;0;10333.33;0.0412;0;15
1000285;2011-10-01;1992-12-01;2014-11-01;7000.0;reforma residencial;36;0.0662;214.93;226;772;0;0;3583.33;0.06;0;37
992580;2011-11-01;1989-12-01;2014-01-01;5000.0;reforma residencial;36;0.0603;152.18;263;782;0;0;7916.67;0.0192;0;26
1000267;2011-10-01;1994-06-01;2012-08-01;10800.0;reforma residencial;36;0.0751;336.0;208;742;0;0;4250.0;0.0791;1;10
990514;2011-10-01;2004-04-01;2014-11-01;5375.0;pagamento de dividas;36;0.1349;182.38;90;677;0;0;1739.0;0.1049;0;37
1000253;2011-11-01;1991-09-01;2012-07-01;7500.0;cartao de credito;36;0.089;238.15;242;767;0;0;12500.0;0.0191;0;8
1000030;2011-10-01;1999-05-01;2014-01-01;20000.0;mudanca;36;0.089;635.07;149;742;0;0;6000.0;0.1058;0;27
993612;2011-10-01;2001-06-01;2013-11-01;4000.0;pagamento de dividas;36;0.089;127.02;124;702;1;0;5208.33;0.0244;0;25
999981;2011-10-01;2000-01-01;2013-06-01;5000.0;compra grande valor;36;0.1269;167.73;141;687;1;1;3250.0;0.0516;0;20
999983;2011-10-01;1998-05-01;2013-05-01;10000.0;compra de imovel;36;0.0662;307.04;161;762;1;0;1666.67;0.1842;0;19
999989;2011-10-01;1999-01-01;2013-04-01;8000.0;cartao de credito;36;0.1269;268.36;153;677;0;0;10000.0;0.0268;0;18
999669;2011-10-01;2006-09-01;2014-10-01;8000.0;compra de veiculo;36;0.1242;267.33;61;702;0;0;1666.67;0.1604;0;36
999746;2011-10-01;1994-08-01;2014-02-01;12000.0;compra grande valor;36;0.0991;386.7;206;727;0;0;5000.0;0.0773;0;28
998128;2011-10-01;1996-01-01;2014-11-01;8875.0;compra grande valor;36;0.1065;289.09;189;722;0;0;2000.0;0.1445;0;37
999914;2011-10-01;2003-08-01;2013-08-01;10600.0;pagamento de dividas;36;0.1596;372.46;98;672;0;0;3916.67;0.0951;0;22
999918;2011-10-01;1993-09-01;2012-10-01;1500.0;pagamento de dividas;36;0.0603;45.66;217;782;0;0;1914.0;0.0239;0;12
960257;2011-10-01;2000-04-01;2014-08-01;6250.0;cartao de credito;36;0.0991;201.41;138;707;0;0;1333.33;0.1511;0;34
998252;2011-10-01;1988-12-01;2014-11-01;7500.0;cartao de credito;36;0.1269;251.59;274;697;0;0;7000.0;0.0359;0;37
999708;2011-10-01;2001-09-01;2013-01-01;7800.0;pagamento de dividas;36;0.079;244.07;121;727;0;0;4883.33;0.05;0;15
999905;2011-10-01;1991-10-01;2014-11-01;20000.0;pagamento de dividas;36;0.079;625.81;240;757;0;0;8400.0;0.0745;0;37
999894;2011-10-01;1998-10-01;2014-11-01;10000.0;pagamento de dividas;36;0.1427;343.09;156;682;0;0;3500.0;0.098;0;37
999701;2011-10-01;1994-05-01;2014-10-01;2000.0;outros;36;0.079;62.59;209;712;0;0;7750.0;0.0081;0;36
999879;2011-10-01;1989-11-01;2014-12-01;5000.0;reforma residencial;36;0.1065;162.87;263;687;0;0;4000.0;0.0407;0;38
991306;2011-10-01;2000-02-01;2014-11-01;2400.0;cartao de credito;36;0.079;75.1;140;722;0;0;2560.0;0.0293;0;37
999668;2011-10-01;1999-12-01;2012-12-01;10400.0;pagamento de dividas;36;0.089;330.24;142;732;0;0;5583.33;0.0591;0;14
992300;2011-10-01;1991-12-01;2014-11-01;25000.0;pagamento de dividas;36;0.1269;838.63;238;702;0;0;7666.67;0.1094;0;37
999667;2011-10-01;1997-07-01;2014-11-01;9200.0;pagamento de dividas;36;0.0662;282.48;171;762;0;0;2500.0;0.113;0;37
999672;2011-10-01;1996-12-01;2014-11-01;8450.0;pagamento de dividas;36;0.1171;279.5;178;712;0;0;1753.35;0.1594;0;37
901982;2011-11-01;1982-04-01;2014-11-01;12400.0;pagamento de dividas;36;0.0751;385.78;355;737;0;0;6416.67;0.0601;0;36
973424;2011-10-01;1995-02-01;2014-07-01;8000.0;pequeno negocio;36;0.089;254.03;200;717;0;1;2250.0;0.1129;1;33
999844;2011-10-01;2001-10-01;2013-11-01;3600.0;reforma residencial;36;0.1349;122.15;120;672;2;0;2666.67;0.0458;0;25
999639;2011-10-01;2004-11-01;2014-12-01;2000.0;pagamento de dividas;36;0.1171;66.16;83;677;0;0;2800.0;0.0236;0;38
999634;2011-11-01;2007-06-01;2013-11-01;1200.0;pagamento de dividas;36;0.1171;39.7;53;687;0;0;1666.67;0.0238;1;24
991421;2011-10-01;1994-06-01;2012-11-01;4000.0;compra de veiculo;36;0.0662;122.82;208;767;0;0;3500.0;0.0351;1;13
999797;2011-10-01;1979-10-01;2014-11-01;3000.0;pagamento de dividas;36;0.0603;91.31;384;767;0;0;7500.0;0.0122;0;37
875809;2011-10-01;1997-01-01;2014-02-01;16800.0;pagamento de dividas;36;0.0751;522.67;177;747;0;0;5791.67;0.0902;0;28
990118;2011-10-01;2001-10-01;2013-08-01;12000.0;pagamento de dividas;36;0.1677;426.47;120;662;0;0;5000.0;0.0853;1;22
999354;2011-10-01;1989-11-01;2014-11-01;12000.0;pagamento de dividas;36;0.0662;368.45;263;747;0;0;7666.67;0.0481;0;37
999548;2011-10-01;2001-11-01;2014-08-01;12000.0;pagamento de dividas;36;0.0662;368.45;119;762;0;0;5000.0;0.0737;0;34
999335;2011-10-01;1978-03-01;2013-05-01;32000.0;pagamento de dividas;36;0.1903;1173.48;403;672;0;0;5666.67;0.2071;0;19
982018;2011-10-01;1987-10-01;2013-11-01;14300.0;pagamento de dividas;36;0.0991;460.82;288;727;0;0;4333.33;0.1063;1;25
972572;2011-10-01;1997-01-01;2013-05-01;14000.0;cartao de credito;36;0.0662;429.86;177;772;0;0;4833.33;0.0889;0;19
999295;2011-11-01;2007-07-01;2012-12-01;9600.0;pagamento de dividas;36;0.1677;341.17;52;677;0;0;3750.0;0.091;1;13
999292;2011-10-01;1981-06-01;2014-11-01;6800.0;pequeno negocio;36;0.0751;211.56;364;722;0;1;5000.0;0.0423;0;37
999276;2011-10-01;2001-09-01;2014-11-01;5000.0;compra grande valor;36;0.079;156.46;121;727;0;0;2833.33;0.0552;0;37
999469;2011-10-01;1992-04-01;2014-12-01;12000.0;compra de veiculo;36;0.1171;396.92;234;687;0;0;7000.0;0.0567;0;38
999468;2011-10-01;2000-07-01;2014-11-01;15000.0;pagamento de dividas;36;0.0991;483.38;135;732;0;0;4833.33;0.1;0;37
